Order Reference,Vendor,Order Deadline,Expected Arrival,Vendor Reference,Order Lines/Products,Order Lines/Quantity,Order Lines/Unit Price,Order Lines/Taxes,Payment Terms
PO2025-2119,Supplier 15,2025-12-09,2025-12-11,VREF-2442,P0005,32,253.24,TVA 20%,Immediate Payment
PO2025-2119,Supplier 15,2025-12-09,2025-12-11,VREF-2442,P0011,45,436.68,TVA 20%,Immediate Payment
PO2025-2119,Supplier 15,2025-12-09,2025-12-11,VREF-2442,PROD009,3,208.41,TVA 20%,Immediate Payment
PO2025-2120,Supplier 22,2025-09-14,2025-09-23,VREF-3410,P0027,35,68.95,TVA 20%,30 Days
PO2025-2120,Supplier 22,2025-09-14,2025-09-23,VREF-3410,P0020,24,20.39,TVA 20%,30 Days
PO2025-2120,Supplier 22,2025-09-14,2025-09-23,VREF-3410,P0013,9,312.1,TVA 20%,30 Days
PO2025-2120,Supplier 22,2025-09-14,2025-09-23,VREF-3410,P0012,18,221.61,TVA 20%,30 Days
PO2025-2121,Supplier 30,2025-10-12,2025-10-16,VREF-6679,PROD008,11,234.69,TVA 20%,End of Month
PO2025-2122,Supplier 4,2025-11-06,2025-11-12,VREF-1738,P0022,41,475.56,TVA 20%,30 Days
PO2025-2123,Supplier 23,2025-12-04,2025-12-08,VREF-7599,P0016,7,208.46,TVA 20%,30 Days
PO2025-2123,Supplier 23,2025-12-04,2025-12-08,VREF-7599,P0025,32,480.74,TVA 20%,30 Days
PO2025-2123,Supplier 23,2025-12-04,2025-12-08,VREF-7599,PROD035,43,159.42,TVA 20%,30 Days
PO2025-2123,Supplier 23,2025-12-04,2025-12-08,VREF-7599,PROD031,11,421.28,TVA 20%,30 Days
PO2025-2124,Supplier 18,2025-10-06,2025-10-15,VREF-8624,PROD027,21,445.45,TVA 20%,30 Days
PO2025-2124,Supplier 18,2025-10-06,2025-10-15,VREF-8624,PROD043,11,281.25,TVA 20%,30 Days
PO2025-2124,Supplier 18,2025-10-06,2025-10-15,VREF-8624,PROD020,10,332.36,TVA 20%,30 Days
PO2025-2125,Supplier 3,2025-11-11,2025-11-17,VREF-6500,PROD005,25,411.14,TVA 20%,End of Month
PO2025-2126,Supplier 20,2025-11-30,2025-12-10,VREF-5070,PROD038,23,396.3,TVA 20%,30 Days
PO2025-2126,Supplier 20,2025-11-30,2025-12-10,VREF-5070,PROD049,9,485.1,TVA 20%,30 Days
PO2025-2126,Supplier 20,2025-11-30,2025-12-10,VREF-5070,PROD026,45,245.88,TVA 20%,30 Days
PO2025-2126,Supplier 20,2025-11-30,2025-12-10,VREF-5070,PROD018,34,414.07,TVA 20%,30 Days
PO2025-2127,Supplier 3,2025-09-29,2025-10-02,VREF-3370,PROD001,47,91.19,TVA 20%,End of Month
PO2025-2127,Supplier 3,2025-09-29,2025-10-02,VREF-3370,PROD013,13,302.6,TVA 20%,End of Month
PO2025-2127,Supplier 3,2025-09-29,2025-10-02,VREF-3370,PROD013,49,314.76,TVA 20%,End of Month
PO2025-2127,Supplier 3,2025-09-29,2025-10-02,VREF-3370,P0029,33,106.0,TVA 20%,End of Month
PO2025-2128,Supplier 29,2025-10-24,2025-10-31,VREF-6015,PROD049,23,72.02,TVA 20%,30 Days
PO2025-2129,Supplier 23,2025-09-13,2025-09-16,VREF-3106,PROD046,31,483.66,TVA 20%,End of Month
PO2025-2130,Supplier 11,2025-11-15,2025-11-17,VREF-5164,PROD017,35,52.78,TVA 20%,Immediate Payment
PO2025-2131,Supplier 27,2025-12-03,2025-12-06,VREF-7486,PROD008,28,152.03,TVA 20%,End of Month
PO2025-2131,Supplier 27,2025-12-03,2025-12-06,VREF-7486,P0006,4,267.02,TVA 20%,End of Month
PO2025-2132,Supplier 10,2025-09-23,2025-10-01,VREF-4496,PROD040,33,368.67,TVA 20%,End of Month
PO2025-2132,Supplier 10,2025-09-23,2025-10-01,VREF-4496,P0004,12,436.59,TVA 20%,End of Month
PO2025-2133,Supplier 30,2025-10-10,2025-10-17,VREF-4697,PROD027,18,387.0,TVA 20%,Immediate Payment
PO2025-2133,Supplier 30,2025-10-10,2025-10-17,VREF-4697,PROD019,21,288.59,TVA 20%,Immediate Payment
PO2025-2134,Supplier 22,2025-11-03,2025-11-07,VREF-1267,P0002,38,184.19,TVA 20%,15 Days
PO2025-2135,Supplier 33,2025-12-03,2025-12-09,VREF-5584,PROD010,8,293.32,TVA 20%,Immediate Payment
PO2025-2136,Supplier 18,2025-09-10,2025-09-16,VREF-4830,PROD007,18,381.25,TVA 20%,Immediate Payment
PO2025-2136,Supplier 18,2025-09-10,2025-09-16,VREF-4830,PROD014,14,247.0,TVA 20%,Immediate Payment
PO2025-2136,Supplier 18,2025-09-10,2025-09-16,VREF-4830,PROD039,31,177.62,TVA 20%,Immediate Payment
PO2025-2137,Supplier 14,2025-09-08,2025-09-18,VREF-5904,P0009,42,425.8,TVA 20%,15 Days
PO2025-2137,Supplier 14,2025-09-08,2025-09-18,VREF-5904,P0002,25,78.47,TVA 20%,15 Days
PO2025-2137,Supplier 14,2025-09-08,2025-09-18,VREF-5904,P0021,39,280.53,TVA 20%,15 Days
PO2025-2137,Supplier 14,2025-09-08,2025-09-18,VREF-5904,PROD021,48,453.79,TVA 20%,15 Days
PO2025-2138,Supplier 12,2025-09-06,2025-09-15,VREF-4840,PROD036,19,304.49,TVA 20%,End of Month
PO2025-2138,Supplier 12,2025-09-06,2025-09-15,VREF-4840,PROD004,12,60.18,TVA 20%,End of Month
PO2025-2138,Supplier 12,2025-09-06,2025-09-15,VREF-4840,P0001,42,436.64,TVA 20%,End of Month
PO2025-2138,Supplier 12,2025-09-06,2025-09-15,VREF-4840,PROD010,33,439.57,TVA 20%,End of Month
PO2025-2139,Supplier 2,2025-10-01,2025-10-05,VREF-6273,P0005,48,480.5,TVA 20%,End of Month
PO2025-2140,Supplier 8,2025-10-08,2025-10-14,VREF-6407,PROD034,44,283.21,TVA 20%,Immediate Payment
PO2025-2141,Supplier 6,2025-11-23,2025-11-28,VREF-6231,PROD029,30,167.18,TVA 20%,End of Month
PO2025-2141,Supplier 6,2025-11-23,2025-11-28,VREF-6231,PROD047,35,311.13,TVA 20%,End of Month
PO2025-2141,Supplier 6,2025-11-23,2025-11-28,VREF-6231,PROD024,17,315.86,TVA 20%,End of Month
PO2025-2141,Supplier 6,2025-11-23,2025-11-28,VREF-6231,PROD034,32,435.93,TVA 20%,End of Month
PO2025-2142,Supplier 30,2025-10-03,2025-10-08,VREF-7232,P0011,14,94.22,TVA 20%,30 Days
PO2025-2142,Supplier 30,2025-10-03,2025-10-08,VREF-7232,PROD026,40,30.79,TVA 20%,30 Days
PO2025-2143,Supplier 16,2025-09-04,2025-09-14,VREF-4797,P0020,45,299.18,TVA 20%,15 Days
PO2025-2144,Supplier 22,2025-11-29,2025-12-08,VREF-6870,PROD019,18,77.78,TVA 20%,15 Days
PO2025-2144,Supplier 22,2025-11-29,2025-12-08,VREF-6870,PROD012,42,346.64,TVA 20%,15 Days
PO2025-2144,Supplier 22,2025-11-29,2025-12-08,VREF-6870,PROD038,5,391.39,TVA 20%,15 Days
PO2025-2144,Supplier 22,2025-11-29,2025-12-08,VREF-6870,PROD030,43,254.38,TVA 20%,15 Days
PO2025-2145,Supplier 13,2025-10-10,2025-10-17,VREF-8867,P0025,19,94.19,TVA 20%,Immediate Payment
PO2025-2145,Supplier 13,2025-10-10,2025-10-17,VREF-8867,PROD033,28,492.06,TVA 20%,Immediate Payment
PO2025-2145,Supplier 13,2025-10-10,2025-10-17,VREF-8867,P0001,46,213.73,TVA 20%,Immediate Payment
PO2025-2146,Supplier 11,2025-11-18,2025-11-22,VREF-7833,PROD013,32,393.03,TVA 20%,Immediate Payment
PO2025-2146,Supplier 11,2025-11-18,2025-11-22,VREF-7833,PROD001,6,310.32,TVA 20%,Immediate Payment
PO2025-2147,Supplier 1,2025-09-08,2025-09-18,VREF-5342,PROD047,26,162.21,TVA 20%,15 Days
PO2025-2147,Supplier 1,2025-09-08,2025-09-18,VREF-5342,PROD037,4,137.91,TVA 20%,15 Days
PO2025-2147,Supplier 1,2025-09-08,2025-09-18,VREF-5342,PROD009,41,284.28,TVA 20%,15 Days
PO2025-2148,Supplier 23,2025-11-16,2025-11-22,VREF-9265,PROD011,39,13.91,TVA 20%,15 Days
PO2025-2149,Supplier 21,2025-09-05,2025-09-13,VREF-9526,P0015,36,302.18,TVA 20%,15 Days
PO2025-2149,Supplier 21,2025-09-05,2025-09-13,VREF-9526,PROD039,41,115.86,TVA 20%,15 Days
PO2025-2149,Supplier 21,2025-09-05,2025-09-13,VREF-9526,P0011,30,284.29,TVA 20%,15 Days
PO2025-2149,Supplier 21,2025-09-05,2025-09-13,VREF-9526,P0024,45,46.92,TVA 20%,15 Days
PO2025-2150,Supplier 2,2025-11-08,2025-11-12,VREF-9585,PROD022,45,105.53,TVA 20%,End of Month
PO2025-2150,Supplier 2,2025-11-08,2025-11-12,VREF-9585,PROD021,7,258.74,TVA 20%,End of Month
PO2025-2150,Supplier 2,2025-11-08,2025-11-12,VREF-9585,P0006,34,126.61,TVA 20%,End of Month
PO2025-2151,Supplier 12,2025-09-29,2025-10-01,VREF-2791,PROD019,50,449.25,TVA 20%,Immediate Payment
PO2025-2151,Supplier 12,2025-09-29,2025-10-01,VREF-2791,PROD048,22,237.55,TVA 20%,Immediate Payment
PO2025-2151,Supplier 12,2025-09-29,2025-10-01,VREF-2791,P0001,15,396.08,TVA 20%,Immediate Payment
PO2025-2151,Supplier 12,2025-09-29,2025-10-01,VREF-2791,PROD014,37,280.47,TVA 20%,Immediate Payment
PO2025-2152,Supplier 14,2025-11-23,2025-11-29,VREF-7975,P0009,26,233.18,TVA 20%,30 Days
PO2025-2152,Supplier 14,2025-11-23,2025-11-29,VREF-7975,PROD017,36,192.53,TVA 20%,30 Days
PO2025-2152,Supplier 14,2025-11-23,2025-11-29,VREF-7975,P0006,48,19.77,TVA 20%,30 Days
PO2025-2152,Supplier 14,2025-11-23,2025-11-29,VREF-7975,PROD038,12,75.89,TVA 20%,30 Days
PO2025-2153,Supplier 33,2025-12-05,2025-12-11,VREF-6497,P0015,16,78.9,TVA 20%,End of Month
PO2025-2154,Supplier 5,2025-09-04,2025-09-11,VREF-9580,PROD048,33,393.35,TVA 20%,End of Month
PO2025-2154,Supplier 5,2025-09-04,2025-09-11,VREF-9580,PROD038,28,144.44,TVA 20%,End of Month
PO2025-2154,Supplier 5,2025-09-04,2025-09-11,VREF-9580,P0004,27,301.49,TVA 20%,End of Month
PO2025-2155,Supplier 5,2025-12-02,2025-12-07,VREF-8606,PROD044,30,227.24,TVA 20%,15 Days
PO2025-2156,Supplier 1,2025-10-31,2025-11-02,VREF-6543,PROD032,27,177.08,TVA 20%,Immediate Payment
PO2025-2156,Supplier 1,2025-10-31,2025-11-02,VREF-6543,PROD025,21,160.3,TVA 20%,Immediate Payment
PO2025-2156,Supplier 1,2025-10-31,2025-11-02,VREF-6543,PROD042,44,37.75,TVA 20%,Immediate Payment
PO2025-2156,Supplier 1,2025-10-31,2025-11-02,VREF-6543,P0005,29,99.62,TVA 20%,Immediate Payment
PO2025-2157,Supplier 30,2025-11-17,2025-11-25,VREF-5765,P0015,42,64.13,TVA 20%,15 Days
PO2025-2158,Supplier 27,2025-10-27,2025-11-01,VREF-8507,P0016,12,354.78,TVA 20%,30 Days
PO2025-2158,Supplier 27,2025-10-27,2025-11-01,VREF-8507,PROD031,46,106.61,TVA 20%,30 Days
PO2025-2158,Supplier 27,2025-10-27,2025-11-01,VREF-8507,PROD032,13,307.52,TVA 20%,30 Days
PO2025-2158,Supplier 27,2025-10-27,2025-11-01,VREF-8507,PROD019,20,241.12,TVA 20%,30 Days
PO2025-2159,Supplier 16,2025-11-24,2025-11-30,VREF-4329,PROD017,5,478.37,TVA 20%,30 Days
PO2025-2159,Supplier 16,2025-11-24,2025-11-30,VREF-4329,P0026,14,141.45,TVA 20%,30 Days
PO2025-2159,Supplier 16,2025-11-24,2025-11-30,VREF-4329,PROD034,45,60.02,TVA 20%,30 Days
PO2025-2160,Supplier 32,2025-11-24,2025-11-28,VREF-7223,P0016,21,146.86,TVA 20%,15 Days
PO2025-2160,Supplier 32,2025-11-24,2025-11-28,VREF-7223,PROD004,40,435.33,TVA 20%,15 Days
PO2025-2160,Supplier 32,2025-11-24,2025-11-28,VREF-7223,P0015,2,499.6,TVA 20%,15 Days
PO2025-2160,Supplier 32,2025-11-24,2025-11-28,VREF-7223,PROD018,26,240.99,TVA 20%,15 Days
PO2025-2161,Supplier 8,2025-09-07,2025-09-09,VREF-3721,PROD012,8,158.32,TVA 20%,15 Days
PO2025-2162,Supplier 28,2025-11-26,2025-12-02,VREF-8026,PROD029,18,47.23,TVA 20%,Immediate Payment
PO2025-2163,Supplier 7,2025-12-06,2025-12-12,VREF-2453,PROD009,47,479.29,TVA 20%,15 Days
PO2025-2163,Supplier 7,2025-12-06,2025-12-12,VREF-2453,PROD043,32,27.03,TVA 20%,15 Days
PO2025-2163,Supplier 7,2025-12-06,2025-12-12,VREF-2453,P0019,45,129.65,TVA 20%,15 Days
PO2025-2164,Supplier 29,2025-11-01,2025-11-07,VREF-8449,PROD009,23,368.74,TVA 20%,30 Days
PO2025-2164,Supplier 29,2025-11-01,2025-11-07,VREF-8449,PROD028,50,374.71,TVA 20%,30 Days
PO2025-2165,Supplier 12,2025-09-25,2025-09-28,VREF-1159,PROD004,46,309.63,TVA 20%,15 Days
PO2025-2165,Supplier 12,2025-09-25,2025-09-28,VREF-1159,P0023,17,249.0,TVA 20%,15 Days
PO2025-2166,Supplier 9,2025-09-27,2025-10-04,VREF-5614,PROD006,22,364.21,TVA 20%,Immediate Payment
PO2025-2166,Supplier 9,2025-09-27,2025-10-04,VREF-5614,P0028,9,475.47,TVA 20%,Immediate Payment
PO2025-2166,Supplier 9,2025-09-27,2025-10-04,VREF-5614,PROD036,50,476.02,TVA 20%,Immediate Payment
PO2025-2167,Supplier 9,2025-10-22,2025-10-31,VREF-4467,PROD043,1,405.02,TVA 20%,15 Days
PO2025-2167,Supplier 9,2025-10-22,2025-10-31,VREF-4467,PROD028,28,78.4,TVA 20%,15 Days
PO2025-2167,Supplier 9,2025-10-22,2025-10-31,VREF-4467,PROD035,43,301.26,TVA 20%,15 Days
PO2025-2167,Supplier 9,2025-10-22,2025-10-31,VREF-4467,PROD034,38,320.31,TVA 20%,15 Days
PO2025-2168,Supplier 30,2025-11-03,2025-11-09,VREF-3579,P0013,41,340.9,TVA 20%,30 Days
PO2025-2168,Supplier 30,2025-11-03,2025-11-09,VREF-3579,PROD029,46,374.86,TVA 20%,30 Days
PO2025-2169,Supplier 18,2025-10-25,2025-10-29,VREF-4317,P0005,11,337.82,TVA 20%,End of Month
PO2025-2169,Supplier 18,2025-10-25,2025-10-29,VREF-4317,PROD026,24,347.06,TVA 20%,End of Month
PO2025-2169,Supplier 18,2025-10-25,2025-10-29,VREF-4317,P0029,38,113.92,TVA 20%,End of Month
PO2025-2170,Supplier 30,2025-11-17,2025-11-23,VREF-7132,P0022,14,490.12,TVA 20%,End of Month
PO2025-2170,Supplier 30,2025-11-17,2025-11-23,VREF-7132,PROD039,35,349.59,TVA 20%,End of Month
PO2025-2170,Supplier 30,2025-11-17,2025-11-23,VREF-7132,P0020,8,149.37,TVA 20%,End of Month
PO2025-2171,Supplier 3,2025-11-22,2025-11-30,VREF-6411,PROD031,27,132.55,TVA 20%,End of Month
PO2025-2171,Supplier 3,2025-11-22,2025-11-30,VREF-6411,P0003,23,235.12,TVA 20%,End of Month
PO2025-2172,Supplier 30,2025-09-13,2025-09-21,VREF-7716,PROD023,25,488.76,TVA 20%,30 Days
PO2025-2172,Supplier 30,2025-09-13,2025-09-21,VREF-7716,P0024,4,199.68,TVA 20%,30 Days
PO2025-2172,Supplier 30,2025-09-13,2025-09-21,VREF-7716,PROD036,23,64.27,TVA 20%,30 Days
PO2025-2173,Supplier 9,2025-10-30,2025-11-05,VREF-6767,PROD015,2,366.64,TVA 20%,End of Month
PO2025-2173,Supplier 9,2025-10-30,2025-11-05,VREF-6767,PROD046,26,338.72,TVA 20%,End of Month
PO2025-2174,Supplier 14,2025-11-08,2025-11-14,VREF-7823,PROD007,31,17.76,TVA 20%,30 Days
PO2025-2174,Supplier 14,2025-11-08,2025-11-14,VREF-7823,PROD040,40,174.95,TVA 20%,30 Days
PO2025-2174,Supplier 14,2025-11-08,2025-11-14,VREF-7823,PROD011,23,360.1,TVA 20%,30 Days
PO2025-2175,Supplier 19,2025-11-01,2025-11-03,VREF-7376,PROD049,9,404.27,TVA 20%,15 Days
PO2025-2175,Supplier 19,2025-11-01,2025-11-03,VREF-7376,PROD047,11,374.01,TVA 20%,15 Days
PO2025-2175,Supplier 19,2025-11-01,2025-11-03,VREF-7376,PROD027,19,449.36,TVA 20%,15 Days
PO2025-2176,Supplier 11,2025-11-29,2025-12-09,VREF-4314,PROD016,6,235.7,TVA 20%,30 Days
PO2025-2176,Supplier 11,2025-11-29,2025-12-09,VREF-4314,P0018,37,321.4,TVA 20%,30 Days
PO2025-2176,Supplier 11,2025-11-29,2025-12-09,VREF-4314,P0001,44,447.93,TVA 20%,30 Days
PO2025-2177,Supplier 16,2025-09-08,2025-09-14,VREF-6738,PROD019,20,48.09,TVA 20%,15 Days
PO2025-2177,Supplier 16,2025-09-08,2025-09-14,VREF-6738,P0002,33,483.5,TVA 20%,15 Days
PO2025-2178,Supplier 26,2025-10-20,2025-10-29,VREF-1911,P0027,46,342.24,TVA 20%,30 Days
PO2025-2178,Supplier 26,2025-10-20,2025-10-29,VREF-1911,PROD003,42,283.77,TVA 20%,30 Days
PO2025-2178,Supplier 26,2025-10-20,2025-10-29,VREF-1911,P0002,16,158.01,TVA 20%,30 Days
PO2025-2179,Supplier 32,2025-10-26,2025-10-30,VREF-9629,PROD002,40,421.22,TVA 20%,Immediate Payment
PO2025-2179,Supplier 32,2025-10-26,2025-10-30,VREF-9629,PROD007,46,131.54,TVA 20%,Immediate Payment
PO2025-2180,Supplier 14,2025-09-14,2025-09-23,VREF-7804,PROD006,34,339.33,TVA 20%,30 Days
PO2025-2180,Supplier 14,2025-09-14,2025-09-23,VREF-7804,PROD010,26,377.93,TVA 20%,30 Days
PO2025-2180,Supplier 14,2025-09-14,2025-09-23,VREF-7804,PROD046,49,226.21,TVA 20%,30 Days
PO2025-2180,Supplier 14,2025-09-14,2025-09-23,VREF-7804,P0005,14,195.35,TVA 20%,30 Days
PO2025-2181,Supplier 30,2025-09-15,2025-09-20,VREF-1819,P0015,1,445.97,TVA 20%,15 Days
PO2025-2181,Supplier 30,2025-09-15,2025-09-20,VREF-1819,P0005,15,242.73,TVA 20%,15 Days
PO2025-2182,Supplier 9,2025-10-28,2025-10-30,VREF-2612,PROD010,25,58.16,TVA 20%,15 Days
PO2025-2182,Supplier 9,2025-10-28,2025-10-30,VREF-2612,P0001,45,301.19,TVA 20%,15 Days
PO2025-2183,Supplier 11,2025-10-06,2025-10-11,VREF-6428,PROD034,12,280.34,TVA 20%,End of Month
PO2025-2183,Supplier 11,2025-10-06,2025-10-11,VREF-6428,PROD034,34,277.58,TVA 20%,End of Month
PO2025-2183,Supplier 11,2025-10-06,2025-10-11,VREF-6428,PROD023,39,453.5,TVA 20%,End of Month
PO2025-2183,Supplier 11,2025-10-06,2025-10-11,VREF-6428,P0022,38,389.71,TVA 20%,End of Month
PO2025-2184,Supplier 6,2025-11-19,2025-11-25,VREF-2078,PROD047,10,440.8,TVA 20%,Immediate Payment
PO2025-2185,Supplier 5,2025-09-07,2025-09-12,VREF-3082,PROD016,29,353.39,TVA 20%,End of Month
PO2025-2185,Supplier 5,2025-09-07,2025-09-12,VREF-3082,PROD037,47,203.93,TVA 20%,End of Month
PO2025-2185,Supplier 5,2025-09-07,2025-09-12,VREF-3082,P0008,3,493.81,TVA 20%,End of Month
PO2025-2186,Supplier 22,2025-09-17,2025-09-19,VREF-4209,PROD021,35,185.44,TVA 20%,End of Month
PO2025-2187,Supplier 20,2025-09-19,2025-09-24,VREF-3964,PROD045,35,89.06,TVA 20%,15 Days
PO2025-2188,Supplier 18,2025-10-29,2025-11-06,VREF-9813,P0002,10,273.28,TVA 20%,Immediate Payment
PO2025-2189,Supplier 22,2025-10-05,2025-10-09,VREF-5048,PROD009,17,39.63,TVA 20%,15 Days
PO2025-2190,Supplier 8,2025-12-04,2025-12-07,VREF-7283,PROD036,15,448.62,TVA 20%,30 Days
PO2025-2191,Supplier 1,2025-10-07,2025-10-15,VREF-8907,PROD008,50,144.71,TVA 20%,15 Days
PO2025-2191,Supplier 1,2025-10-07,2025-10-15,VREF-8907,PROD038,29,313.57,TVA 20%,15 Days
PO2025-2191,Supplier 1,2025-10-07,2025-10-15,VREF-8907,PROD010,18,164.95,TVA 20%,15 Days
PO2025-2192,Supplier 5,2025-10-08,2025-10-14,VREF-8071,PROD006,33,343.85,TVA 20%,Immediate Payment
PO2025-2192,Supplier 5,2025-10-08,2025-10-14,VREF-8071,PROD027,35,482.65,TVA 20%,Immediate Payment
PO2025-2192,Supplier 5,2025-10-08,2025-10-14,VREF-8071,P0001,4,367.21,TVA 20%,Immediate Payment
PO2025-2192,Supplier 5,2025-10-08,2025-10-14,VREF-8071,PROD001,43,283.31,TVA 20%,Immediate Payment
PO2025-2193,Supplier 20,2025-12-04,2025-12-12,VREF-3292,P0021,48,264.09,TVA 20%,15 Days
PO2025-2193,Supplier 20,2025-12-04,2025-12-12,VREF-3292,PROD047,41,106.05,TVA 20%,15 Days
PO2025-2193,Supplier 20,2025-12-04,2025-12-12,VREF-3292,P0019,9,464.0,TVA 20%,15 Days
PO2025-2194,Supplier 28,2025-12-02,2025-12-11,VREF-1926,PROD048,22,84.67,TVA 20%,30 Days
PO2025-2194,Supplier 28,2025-12-02,2025-12-11,VREF-1926,PROD045,31,471.45,TVA 20%,30 Days
PO2025-2194,Supplier 28,2025-12-02,2025-12-11,VREF-1926,PROD050,43,19.59,TVA 20%,30 Days
PO2025-2194,Supplier 28,2025-12-02,2025-12-11,VREF-1926,P0017,34,33.25,TVA 20%,30 Days
PO2025-2195,Supplier 30,2025-11-30,2025-12-07,VREF-4150,PROD001,37,273.03,TVA 20%,Immediate Payment
PO2025-2195,Supplier 30,2025-11-30,2025-12-07,VREF-4150,PROD042,42,330.0,TVA 20%,Immediate Payment
PO2025-2196,Supplier 28,2025-10-10,2025-10-18,VREF-5277,PROD039,30,155.72,TVA 20%,30 Days
PO2025-2196,Supplier 28,2025-10-10,2025-10-18,VREF-5277,PROD017,43,14.87,TVA 20%,30 Days
PO2025-2197,Supplier 29,2025-11-01,2025-11-03,VREF-8367,PROD045,28,131.38,TVA 20%,Immediate Payment
PO2025-2197,Supplier 29,2025-11-01,2025-11-03,VREF-8367,PROD031,33,109.48,TVA 20%,Immediate Payment
PO2025-2198,Supplier 32,2025-11-07,2025-11-12,VREF-5485,P0004,21,118.18,TVA 20%,15 Days
PO2025-2198,Supplier 32,2025-11-07,2025-11-12,VREF-5485,P0016,10,420.04,TVA 20%,15 Days
PO2025-2198,Supplier 32,2025-11-07,2025-11-12,VREF-5485,PROD029,34,308.19,TVA 20%,15 Days
PO2025-2199,Supplier 15,2025-11-28,2025-12-06,VREF-3986,P0021,28,163.83,TVA 20%,Immediate Payment
PO2025-2199,Supplier 15,2025-11-28,2025-12-06,VREF-3986,P0005,28,173.02,TVA 20%,Immediate Payment
PO2025-2199,Supplier 15,2025-11-28,2025-12-06,VREF-3986,PROD020,1,438.04,TVA 20%,Immediate Payment
PO2025-2199,Supplier 15,2025-11-28,2025-12-06,VREF-3986,P0016,7,492.29,TVA 20%,Immediate Payment
PO2025-2200,Supplier 29,2025-09-11,2025-09-21,VREF-7370,P0018,31,161.13,TVA 20%,End of Month
PO2025-2200,Supplier 29,2025-09-11,2025-09-21,VREF-7370,PROD026,36,180.34,TVA 20%,End of Month
PO2025-2201,Supplier 3,2025-10-20,2025-10-30,VREF-9131,PROD044,40,450.5,TVA 20%,Immediate Payment
PO2025-2201,Supplier 3,2025-10-20,2025-10-30,VREF-9131,P0018,17,27.56,TVA 20%,Immediate Payment
PO2025-2201,Supplier 3,2025-10-20,2025-10-30,VREF-9131,PROD046,6,112.15,TVA 20%,Immediate Payment
PO2025-2202,Supplier 16,2025-09-19,2025-09-29,VREF-2124,PROD017,13,261.42,TVA 20%,30 Days
PO2025-2202,Supplier 16,2025-09-19,2025-09-29,VREF-2124,P0018,46,238.69,TVA 20%,30 Days
PO2025-2202,Supplier 16,2025-09-19,2025-09-29,VREF-2124,P0018,45,141.46,TVA 20%,30 Days
PO2025-2202,Supplier 16,2025-09-19,2025-09-29,VREF-2124,P0004,2,428.06,TVA 20%,30 Days
PO2025-2203,Supplier 3,2025-11-02,2025-11-07,VREF-7757,PROD029,8,81.21,TVA 20%,End of Month
PO2025-2204,Supplier 3,2025-10-23,2025-10-26,VREF-6093,PROD023,39,199.36,TVA 20%,Immediate Payment
PO2025-2204,Supplier 3,2025-10-23,2025-10-26,VREF-6093,PROD015,29,408.41,TVA 20%,Immediate Payment
PO2025-2204,Supplier 3,2025-10-23,2025-10-26,VREF-6093,P0027,43,320.49,TVA 20%,Immediate Payment
PO2025-2205,Supplier 7,2025-10-10,2025-10-12,VREF-1765,PROD009,6,150.29,TVA 20%,Immediate Payment
PO2025-2205,Supplier 7,2025-10-10,2025-10-12,VREF-1765,P0002,9,111.24,TVA 20%,Immediate Payment
PO2025-2206,Supplier 26,2025-11-20,2025-11-24,VREF-8947,P0001,26,460.28,TVA 20%,15 Days
PO2025-2206,Supplier 26,2025-11-20,2025-11-24,VREF-8947,P0001,45,141.52,TVA 20%,15 Days
PO2025-2207,Supplier 26,2025-11-16,2025-11-24,VREF-1951,PROD041,30,184.34,TVA 20%,15 Days
PO2025-2207,Supplier 26,2025-11-16,2025-11-24,VREF-1951,PROD033,33,34.44,TVA 20%,15 Days
PO2025-2207,Supplier 26,2025-11-16,2025-11-24,VREF-1951,PROD025,20,19.79,TVA 20%,15 Days
PO2025-2207,Supplier 26,2025-11-16,2025-11-24,VREF-1951,PROD050,2,78.36,TVA 20%,15 Days
PO2025-2208,Supplier 17,2025-09-15,2025-09-22,VREF-7649,PROD016,13,454.99,TVA 20%,Immediate Payment
PO2025-2209,Supplier 7,2025-11-20,2025-11-27,VREF-3030,PROD034,6,284.27,TVA 20%,15 Days
PO2025-2209,Supplier 7,2025-11-20,2025-11-27,VREF-3030,P0013,32,491.61,TVA 20%,15 Days
PO2025-2210,Supplier 18,2025-11-25,2025-12-01,VREF-2394,PROD016,3,428.17,TVA 20%,Immediate Payment
PO2025-2211,Supplier 12,2025-09-10,2025-09-17,VREF-8200,P0022,2,269.8,TVA 20%,15 Days
PO2025-2211,Supplier 12,2025-09-10,2025-09-17,VREF-8200,P0030,15,269.12,TVA 20%,15 Days
PO2025-2212,Supplier 29,2025-10-28,2025-11-07,VREF-3710,PROD024,43,31.7,TVA 20%,15 Days
PO2025-2212,Supplier 29,2025-10-28,2025-11-07,VREF-3710,P0006,29,42.25,TVA 20%,15 Days
PO2025-2212,Supplier 29,2025-10-28,2025-11-07,VREF-3710,P0007,38,354.14,TVA 20%,15 Days
PO2025-2212,Supplier 29,2025-10-28,2025-11-07,VREF-3710,PROD021,30,44.53,TVA 20%,15 Days
PO2025-2213,Supplier 21,2025-12-04,2025-12-12,VREF-3243,PROD027,38,242.89,TVA 20%,End of Month
PO2025-2213,Supplier 21,2025-12-04,2025-12-12,VREF-3243,P0028,2,182.26,TVA 20%,End of Month
PO2025-2213,Supplier 21,2025-12-04,2025-12-12,VREF-3243,PROD013,31,413.31,TVA 20%,End of Month
